File_path,store_procedure_name,Extracted,db
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,DECLARE @Error INT,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,DECLARE @SourceCount INT,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,DECLARE @InsertCount INT,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,DECLARE @UpdateCount INT,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,DECLARE @DeleteCount INT,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,DECLARE @tblMergeActions TABLE,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,DECLARE @tblDeleteActions TABLE,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,from Source,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,from source ,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,from Source.,Source
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,UPDATE SET,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,"FROM
             ",No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,FROM @tblMergeActions,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,FROM @tblDeleteActions,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,update in ,No db found
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,from into Target.,Target
StagingToEDW_DimInvoiceType,spCMS_StagingToEDW_DimInvoiceType,DECLARE @ErrMsg NVARCHAR,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,update or [re]deploy the entire database solution,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,from scratch.,scratch
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @ProcName NVARCHAR,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @DebugMsg NVARCHAR,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @SourceName VARCHAR,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @AuditId BIGINT,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @RowCount INT,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @Error INT,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @SourceCount INT,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @InsertCount INT,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @UpdateCount INT,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @DeleteCount INT,No db found
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,FROM dbo.DimLeadEventType,dbo
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,from Target.,Target
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,Insert into dbo.DimLeadEventType,dbo
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,INSERT INTO dbo.DimLeadEventType,dbo
StagingToEDW_DimLeadEventType,spBING_EDW_Generate_DimLeadEventType,DECLARE @ErrMsg NVARCHAR,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,from Staging to BING_EDW.,BING_EDW
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,from source,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @ProcName NVARCHAR,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @DebugMsg NVARCHAR,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @SourceName VARCHAR,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @AuditId BIGINT,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @RowCount INT,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @Error INT,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @SourceCount INT,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @InsertCount INT,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @UpdateCount INT,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @DeleteCount INT,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,from Source,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,from theb usual pattern of using,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,FROM dbo.vLeads,dbo
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,FROM [BING_EDW].[dbo].[DimLeadType],[BING_EDW]
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,from Target.,Target
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,INSERT INTO [BING_EDW].[dbo].[DimLeadType],[BING_EDW]
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,from source ,No db found
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,from Source.,Source
StagingToEDW_DimLeadType,spSalesForce_StagingToEDW_DimLeadType,DECLARE @ErrMsg NVARCHAR,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,FROM sys.objects,sys
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,Update ETL process for,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,from Staging to BING_EDW.,BING_EDW
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,from Source by calling,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,Update counts to caller,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,from source,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @ProcName NVARCHAR,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @DebugMsg NVARCHAR,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @SourceName VARCHAR,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @AuditId BIGINT,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @RowCount INT,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @Error INT,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @SourceCount INT,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @InsertCount INT,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @UpdateCount INT,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @DeleteCount INT,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @SeedRowCount INT,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @tblMergeActions TABLE,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,FROM Source,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,FROM source ,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,FROM Source.,Source
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,FROM [BING_EDW].[dbo].[DimLeaveReason],[BING_EDW]
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,INSERT INTO [BING_EDW].[dbo].[DimLeaveReason] ,[BING_EDW]
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,UPDATE SET,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,"FROM
             ",No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,FROM @tblMergeActions,No db found
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,FROM into Target.,Target
StagingToEDW_DimLeaveReason,spHR_StagingToEDW_DimLeaveReason,DECLARE @ErrMsg NVARCHAR,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,FROM sys.objects,sys
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,Update ETL process for,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,from Staging to BING_EDW.,BING_EDW
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,from Source by calling,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,Update counts to caller,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,from source,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @ProcName NVARCHAR,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @DebugMsg NVARCHAR,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @SourceName VARCHAR,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @AuditId BIGINT,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @RowCount INT,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @Error INT,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @SourceCount INT,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @InsertCount INT,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @UpdateCount INT,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @DeleteCount INT,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @tblMergeActions TABLE,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,FROM Source,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,FROM source ,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,FROM Source.,Source
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,UPDATE SET,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,"FROM
             ",No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,FROM @tblMergeActions,No db found
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,FROM into Target.,Target
StagingToEDW_DimLeaveType,spHR_StagingToEDW_DimLeaveType,DECLARE @ErrMsg NVARCHAR,No db found
StagingToEDW_DimLifecycleStatus,spEndAuditLog,update  audit table after the DML operation on the table,No db found
StagingToEDW_DimLifecycleStatus,spEndAuditLog,FROM AuditLog,No db found
StagingToEDW_DimLifecycleStatus,spEndAuditLog,UPDATE	AuditLog,No db found
StagingToEDW_DimLifecycleStatus,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
StagingToEDW_DimLifecycleStatus,spBeginAuditLog,INSERT INTO AuditLog,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,FROM sys.objects,sys
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,from Staging to BING_EDW.,BING_EDW
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,from Source by calling,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,from step 3,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,from source,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,from HR_Staging ,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @ProcName NVARCHAR,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @DebugMsg NVARCHAR,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @SourceName VARCHAR,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @AuditId BIGINT,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @RowCount INT,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @Error INT,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @SourceCount INT,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @InsertCount INT,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @UpdateCount INT,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @DeleteCount INT,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @tblMrgeActions_SCD2 TABLE,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,from Source,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,from source ,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,from Source.,Source
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,update process for changed existing records,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,"from 
		   ",No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,insert into the target table,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,UPDATE SET,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,from NULL ,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,"FROM
             ",No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,FROM @tblMrgeActions_SCD2,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,INSERT INTO BING_EDW.dbo.DimLocation,BING_EDW
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,JOIN ,No db found
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,from into Target.,Target
StagingToEDW_DimLocation,spHR_StagingToEDW_DimLocation,DECLARE @ErrMsg NVARCHAR,No db found
StagingToEDW_DimMartAccountSubAccount,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
StagingToEDW_DimMartAccountSubAccount,spBeginAuditLog,INSERT INTO AuditLog,No db found
StagingToEDW_DimMartAccountSubAccount,spEndAuditLog,update  audit table after the DML operation on the table,No db found
StagingToEDW_DimMartAccountSubAccount,spEndAuditLog,FROM AuditLog,No db found
StagingToEDW_DimMartAccountSubAccount,spEndAuditLog,UPDATE	AuditLog,No db found
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,DECLARE @ProcName NVARCHAR,No db found
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,DECLARE @DebugMsg NVARCHAR,No db found
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,DECLARE @SourceCount INT,No db found
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,DECLARE @InsertCount INT,No db found
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,from Source,No db found
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,from source ,No db found
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,from Source.,Source
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,from temp table,No db found
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,INSERT INTO dbo.AccountSubaccountLanding,dbo
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,FROM dbo.AccountSubaccountLanding,dbo
StagingToEDW_DimMartAccountSubAccount,spGL_Staging_AccountSubAccountLanding,DECLARE @ErrMsg NVARCHAR,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,From and EffectiveTo is mapped wrong in ,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @ProcName NVARCHAR,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @DebugMsg NVARCHAR,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @SourceName VARCHAR,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @AuditId BIGINT,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @RowCount INT,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @Error INT,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @SourceCount INT,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @InsertCount INT,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @UpdateCount INT,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @DeleteCount INT,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,from [staging].[dbo].[DimMartCostCenterLanding],[staging]
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,from Target.,Target
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,update a,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,from dbo.DimMartCostCenter as a,dbo
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,join staging.dbo.DimMartCostcenterLanding as b,staging
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,From or,No db found
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,insert into dbo.DimMartCostCenter,dbo
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,from staging.dbo.dimmartcostcenterlanding as a,staging
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,join dbo.DimMartCostCenter as b,dbo
StagingToEDW_DimMartCostCenter,spBING_EDW_Generate_DimCostCenter,DECLARE @ErrMsg NVARCHAR,No db found
StagingToEDW_DimMartCostCenter,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
StagingToEDW_DimMartCostCenter,spBeginAuditLog,INSERT INTO AuditLog,No db found
StagingToEDW_DimMartCostCenter,spEndAuditLog,update  audit table after the DML operation on the table,No db found
StagingToEDW_DimMartCostCenter,spEndAuditLog,FROM AuditLog,No db found
StagingToEDW_DimMartCostCenter,spEndAuditLog,UPDATE	AuditLog,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,from Staging to DW_mart.,DW_mart
StagingToEDW_DimMartPartner,spDimPartnerLoad,from Source by calling,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,from step 3,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,from source,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @ProcName NVARCHAR,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @DebugMsg NVARCHAR,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @SourceName VARCHAR,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @RowCount INT,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @Error INT,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @SourceCount INT,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @InsertCount INT,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @UpdateCount INT,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @DeleteCount INT,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @EffectiveTo Datetime2,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @tblMrgeActions_SCD2 TABLE,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,from Source,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,from source ,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,FROM DW_Landing.dbo.DimPartnerLanding,DW_Landing
StagingToEDW_DimMartPartner,spDimPartnerLoad,from Source.,Source
StagingToEDW_DimMartPartner,spDimPartnerLoad,update process for changed existing records,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,"from 
		   ",No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,insert into the target table,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,UPDATE SET,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,"From
                    INTO @tblMrgeActions_SCD2",No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,"FROM
             ",No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,FROM @tblMrgeActions_SCD2,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,INSERT INTO DimPartner,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,FROM DW_Landing.dbo.DimPartnerLanding S,DW_Landing
StagingToEDW_DimMartPartner,spDimPartnerLoad,JOIN ,No db found
StagingToEDW_DimMartPartner,spDimPartnerLoad,"From
                    WHERE scd2.MergeAction ",scd2
StagingToEDW_DimMartPartner,spDimPartnerLoad,from into Target.,Target
StagingToEDW_DimMartPartner,spDimPartnerLoad,DECLARE @ErrMsg NVARCHAR,No db found
StagingToEDW_DimMartProgram,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
StagingToEDW_DimMartProgram,spBeginAuditLog,INSERT INTO AuditLog,No db found
StagingToEDW_DimMartProgram,spEndAuditLog,update  audit table after the DML operation on the table,No db found
StagingToEDW_DimMartProgram,spEndAuditLog,FROM AuditLog,No db found
StagingToEDW_DimMartProgram,spEndAuditLog,UPDATE	AuditLog,No db found
StagingToEDW_DimMartSession,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
StagingToEDW_DimMartSession,spBeginAuditLog,INSERT INTO AuditLog,No db found
StagingToEDW_DimMartSession,spEndAuditLog,update  audit table after the DML operation on the table,No db found
StagingToEDW_DimMartSession,spEndAuditLog,FROM AuditLog,No db found
StagingToEDW_DimMartSession,spEndAuditLog,UPDATE	AuditLog,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,from Staging to DW_Mart.,DW_Mart
StagingToEDW_DimMartSponsor,spDimSponsorLoad,from source,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @ProcName NVARCHAR,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @DebugMsg NVARCHAR,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @SourceName VARCHAR,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @RowCount INT,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @Error INT,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @SourceCount INT,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @InsertCount INT,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @UpdateCount INT,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @DeleteCount INT,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @EffectiveTo Datetime2,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @tblMrgeActions_SCD2 TABLE,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,from Source,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,from source ,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,FROM DW_Landing.dbo.DimSponsorLanding,DW_Landing
StagingToEDW_DimMartSponsor,spDimSponsorLoad,from Source.,Source
StagingToEDW_DimMartSponsor,spDimSponsorLoad,update process for changed existing records,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,"from 
		   ",No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,insert into the target table,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,UPDATE SET,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,"From
                    INTO @tblMrgeActions_SCD2",No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,"FROM
             ",No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,FROM @tblMrgeActions_SCD2,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,INSERT INTO DimSponsor,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,FROM DW_Landing.dbo.DimSponsorLanding S,DW_Landing
StagingToEDW_DimMartSponsor,spDimSponsorLoad,JOIN ,No db found
StagingToEDW_DimMartSponsor,spDimSponsorLoad,"From
                    WHERE scd2.MergeAction ",scd2
StagingToEDW_DimMartSponsor,spDimSponsorLoad,from into Target.,Target
StagingToEDW_DimMartSponsor,spDimSponsorLoad,DECLARE @ErrMsg NVARCHAR,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,from Staging to DW_mart.  ,DW_mart
StagingToEDW_DimMartStudent,spDimStudentLoad,from Source by calling  ,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,from step 3,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,from source  ,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @ProcName NVARCHAR,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @DebugMsg NVARCHAR,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @SourceName VARCHAR,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @RowCount INT,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @Error INT,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @SourceCount INT,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @InsertCount INT,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @UpdateCount INT,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @DeleteCount INT,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @EffectiveTo Datetime2,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,DECLARE @tblMrgeActions_SCD2 TABLE  ,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,from Source,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,from source   ,No db found
StagingToEDW_DimMartStudent,spDimStudentLoad,FROM DW_Landing.dbo.DimStudentLanding,DW_Landing
StagingToEDW_DimMartStudent,spDimStudentLoad,from Source.,Source
StagingToEDW_DimMartStudent,spDimStudentLoad,update process for changed existing records,No db found
