File_path,ExecutableType,difficulty,total,Estimation
StagingToEDW_DimLeaveReason,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimLeaveReason,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimLeadType,Microsoft.Package,0,1,0
StagingToEDW_DimLeadType,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimLeadType,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimLeadEventType,Microsoft.Package,0,1,0
StagingToEDW_DimLeadEventType,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimLeadEventType,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimLead,Microsoft.Package,0,1,0
StagingToEDW_DimLead,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimLead,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimInvoiceType,Microsoft.Package,0,1,0
StagingToEDW_DimInvoiceType,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimInvoiceType,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimHRUser,Microsoft.Package,0,1,0
StagingToEDW_DimHRUser,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimHRUser,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimFeeType,Microsoft.Package,0,1,0
StagingToEDW_DimFeeType,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimFeeType,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimDiscountType,Microsoft.Package,0,1,0
StagingToEDW_DimDiscountType,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimDiscountType,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimDate_DM,Microsoft.Package,0,1,0
StagingToEDW_DimDate_DM,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimDate_DM,Microsoft.Pipeline,2,5,10
StagingToEDW_DimDate,Microsoft.Package,0,1,0
StagingToEDW_DimDate,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimDate,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimDataScenario,Microsoft.Package,0,1,0
StagingToEDW_DimDataScenario,Microsoft.ExecuteSQLTask,1,6,6
StagingToEDW_DimCreditmemoType,Microsoft.Package,0,1,0
StagingToEDW_DimCreditmemoType,STOCK:SEQUENCE,0,2,0
StagingToEDW_DimCreditmemoType,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimCostCenterType,Microsoft.Package,0,1,0
StagingToEDW_DimCostCenterType,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimCostCenterType,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimCostCenter,Microsoft.Package,0,1,0
StagingToEDW_DimCostCenter,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimCostCenter,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimComplianceRating,Microsoft.Package,0,1,0
StagingToEDW_DimComplianceRating,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimComplianceRating,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimComplianceItem,Microsoft.Package,0,1,0
StagingToEDW_DimComplianceItem,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimComplianceItem,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimCompanyRollup,Microsoft.Package,0,1,0
StagingToEDW_DimCompanyRollup,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimCompanyRollup,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimCompany,Microsoft.Package,0,1,0
StagingToEDW_DimCompany,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimCompany,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimClassroom,Microsoft.Package,0,1,0
StagingToEDW_DimClassroom,STOCK:SEQUENCE,0,2,0
StagingToEDW_DimClassroom,Microsoft.ExecuteSQLTask,1,2,2
StagingToEDW_DimAssignmentType,Microsoft.Package,0,1,0
StagingToEDW_DimAssignmentType,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimAssignmentType,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimAssessmentType,Microsoft.Package,0,1,0
StagingToEDW_DimAssessmentType,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimAssessmentType,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimAdjustmentReason,Microsoft.Package,0,1,0
StagingToEDW_DimAdjustmentReason,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimAdjustmentReason,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimAccountSubAccount,Microsoft.Package,0,1,0
StagingToEDW_DimAccountSubAccount,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimAccountSubAccount,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_DimARAgencyType,Microsoft.Package,0,1,0
StagingToEDW_DimARAgencyType,STOCK:SEQUENCE,0,1,0
StagingToEDW_DimARAgencyType,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_CompNonCompStatu,Microsoft.Package,0,1,0
StagingToEDW_CompNonCompStatu,Microsoft.ExecuteSQLTask,1,4,4
StagingToEDW_CompNonCompStatu,Microsoft.Pipeline,2,5,10
StagingToEDW_BridgeSecurityPersonOrg,Microsoft.Package,0,1,0
StagingToEDW_BridgeSecurityPersonOrg,STOCK:SEQUENCE,0,1,0
StagingToEDW_BridgeSecurityPersonOrg,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_BridgeSecurityPersonHRISGroup,Microsoft.Package,0,1,0
StagingToEDW_BridgeSecurityPersonHRISGroup,STOCK:SEQUENCE,0,1,0
StagingToEDW_BridgeSecurityPersonHRISGroup,Microsoft.ExecuteSQLTask,1,1,1
StagingToEDW_BridgeCompanyRollup,Microsoft.Package,0,1,0
StagingToEDW_BridgeCompanyRollup,STOCK:SEQUENCE,0,1,0
StagingToEDW_BridgeCompanyRollup,Microsoft.ExecuteSQLTask,1,1,1
DWBaseIncrementalLoad_NetRevenueMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_NetRevenueMeasure,STOCK:SEQUENCE,0,195,0
DWBaseIncrementalLoad_NetRevenueMeasure,STOCK:FOREACHLOOP,0,97,0
DWBaseIncrementalLoad_NetRevenueMeasure,Microsoft.ExecuteSQLTask,1,585,585
DWBaseIncrementalLoad_NetRevenueMeasure,Microsoft.Pipeline,2,485,970
DWBaseIncrementalLoad_LifeCycleStatusMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_LifeCycleStatusMeasure,STOCK:SEQUENCE,0,9,0
DWBaseIncrementalLoad_LifeCycleStatusMeasure,STOCK:FOREACHLOOP,0,4,0
DWBaseIncrementalLoad_LifeCycleStatusMeasure,Microsoft.ExecuteSQLTask,1,27,27
DWBaseIncrementalLoad_LifeCycleStatusMeasure,Microsoft.Pipeline,2,20,40
DWBaseIncrementalLoad_LeadEventMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_LeadEventMeasure,STOCK:SEQUENCE,0,25,0
DWBaseIncrementalLoad_LeadEventMeasure,STOCK:FOREACHLOOP,0,12,0
DWBaseIncrementalLoad_LeadEventMeasure,Microsoft.ExecuteSQLTask,1,75,75
DWBaseIncrementalLoad_LeadEventMeasure,Microsoft.Pipeline,2,60,120
DWBaseIncrementalLoad_LaborSalaryMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_LaborSalaryMeasure,STOCK:SEQUENCE,0,37,0
DWBaseIncrementalLoad_LaborSalaryMeasure,STOCK:FOREACHLOOP,0,18,0
DWBaseIncrementalLoad_LaborSalaryMeasure,Microsoft.ExecuteSQLTask,1,111,111
DWBaseIncrementalLoad_LaborSalaryMeasure,Microsoft.Pipeline,2,90,180
DWBaseIncrementalLoad_LaborHoursMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_LaborHoursMeasure,STOCK:SEQUENCE,0,159,0
DWBaseIncrementalLoad_LaborHoursMeasure,STOCK:FOREACHLOOP,0,79,0
DWBaseIncrementalLoad_LaborHoursMeasure,Microsoft.ExecuteSQLTask,1,453,453
DWBaseIncrementalLoad_LaborHoursMeasure,Microsoft.Pipeline,2,395,790
DWBaseIncrementalLoad_GLPlanAllocation_LaborHoursMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_GLPlanAllocation_LaborHoursMeasure,STOCK:SEQUENCE,0,1,0
DWBaseIncrementalLoad_GLPlanAllocation_LaborHoursMeasure,STOCK:FOREACHLOOP,0,7,0
DWBaseIncrementalLoad_GLPlanAllocation_LaborHoursMeasure,Microsoft.ExecuteSQLTask,1,54,54
DWBaseIncrementalLoad_GLPlanAllocation_LaborHoursMeasure,Microsoft.Pipeline,2,28,56
DWBaseIncrementalLoad_GLBalancePlanAllocation_NetRevenueMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_NetRevenueMeasure,STOCK:SEQUENCE,0,193,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_NetRevenueMeasure,STOCK:FOREACHLOOP,0,96,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_NetRevenueMeasure,Microsoft.ExecuteSQLTask,1,483,483
DWBaseIncrementalLoad_GLBalancePlanAllocation_NetRevenueMeasure,Microsoft.Pipeline,2,480,960
DWBaseIncrementalLoad_GLBalancePlanAllocation_LaborSalaryMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_LaborSalaryMeasure,STOCK:SEQUENCE,0,57,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_LaborSalaryMeasure,STOCK:FOREACHLOOP,0,28,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_LaborSalaryMeasure,Microsoft.ExecuteSQLTask,1,143,143
DWBaseIncrementalLoad_GLBalancePlanAllocation_LaborSalaryMeasure,Microsoft.Pipeline,2,140,280
DWBaseIncrementalLoad_GLBalancePlanAllocation_LaborHoursMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_LaborHoursMeasure,STOCK:SEQUENCE,0,31,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_LaborHoursMeasure,STOCK:FOREACHLOOP,0,15,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_LaborHoursMeasure,Microsoft.ExecuteSQLTask,1,78,78
DWBaseIncrementalLoad_GLBalancePlanAllocation_LaborHoursMeasure,Microsoft.Pipeline,2,75,150
DWBaseIncrementalLoad_GLBalancePlanAllocation_FTEMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_FTEMeasure,STOCK:SEQUENCE,0,79,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_FTEMeasure,STOCK:FOREACHLOOP,0,39,0
DWBaseIncrementalLoad_GLBalancePlanAllocation_FTEMeasure,Microsoft.ExecuteSQLTask,1,198,198
DWBaseIncrementalLoad_GLBalancePlanAllocation_FTEMeasure,Microsoft.Pipeline,2,195,390
DWBaseIncrementalLoad_FTESnapshotMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_FTESnapshotMeasure,STOCK:SEQUENCE,0,77,0
DWBaseIncrementalLoad_FTESnapshotMeasure,STOCK:FOREACHLOOP,0,38,0
DWBaseIncrementalLoad_FTESnapshotMeasure,Microsoft.ExecuteSQLTask,1,231,231
DWBaseIncrementalLoad_FTESnapshotMeasure,Microsoft.Pipeline,2,190,380
DWBaseIncrementalLoad_DailyMeasureNetRevenue,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_DailyMeasureNetRevenue,STOCK:SEQUENCE,0,4,0
DWBaseIncrementalLoad_DailyMeasureNetRevenue,STOCK:FOREACHLOOP,0,4,0
DWBaseIncrementalLoad_DailyMeasureNetRevenue,Microsoft.ExecuteSQLTask,1,16,16
DWBaseIncrementalLoad_DailyMeasureNetRevenue,Microsoft.Pipeline,2,12,24
DWBaseIncrementalLoad_DailyMeasureNSE,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_DailyMeasureNSE,STOCK:SEQUENCE,0,2,0
DWBaseIncrementalLoad_DailyMeasureNSE,STOCK:FOREACHLOOP,0,1,0
DWBaseIncrementalLoad_DailyMeasureNSE,Microsoft.ExecuteSQLTask,1,6,6
DWBaseIncrementalLoad_DailyMeasureNSE,Microsoft.Pipeline,2,5,10
DWBaseIncrementalLoad_DailyMeasureFTE,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_DailyMeasureFTE,STOCK:SEQUENCE,0,4,0
DWBaseIncrementalLoad_DailyMeasureFTE,STOCK:FOREACHLOOP,0,4,0
DWBaseIncrementalLoad_DailyMeasureFTE,Microsoft.ExecutePackageTask,3,1,3
DWBaseIncrementalLoad_DailyMeasureFTE,Microsoft.ExecuteSQLTask,1,16,16
DWBaseIncrementalLoad_DailyMeasureFTE,Microsoft.Pipeline,2,12,24
DWBaseIncrementalLoad_DWBaseParentPackage,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_DWBaseParentPackage,STOCK:SEQUENCE,0,4,0
DWBaseIncrementalLoad_DWBaseParentPackage,Microsoft.ExecutePackageTask,3,11,33
DWBaseIncrementalLoad_CenterStatusSnapshot,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_CenterStatusSnapshot,STOCK:SEQUENCE,0,11,0
DWBaseIncrementalLoad_CenterStatusSnapshot,STOCK:FOREACHLOOP,0,5,0
DWBaseIncrementalLoad_CenterStatusSnapshot,Microsoft.ExecuteSQLTask,1,33,33
DWBaseIncrementalLoad_CenterStatusSnapshot,Microsoft.Pipeline,2,25,50
DWBaseIncrementalLoad_CalculatedMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_CalculatedMeasure,STOCK:SEQUENCE,0,51,0
DWBaseIncrementalLoad_CalculatedMeasure,STOCK:FOREACHLOOP,0,25,0
DWBaseIncrementalLoad_CalculatedMeasure,Microsoft.ExecuteSQLTask,1,139,139
DWBaseIncrementalLoad_CalculatedMeasure,Microsoft.Pipeline,2,125,250
DWBaseIncrementalLoad_ARBalanceMeasure,Microsoft.Package,0,1,0
DWBaseIncrementalLoad_ARBalanceMeasure,STOCK:SEQUENCE,0,25,0
DWBaseIncrementalLoad_ARBalanceMeasure,STOCK:FOREACHLOOP,0,12,0
DWBaseIncrementalLoad_ARBalanceMeasure,Microsoft.ExecuteSQLTask,1,75,75
DWBaseIncrementalLoad_ARBalanceMeasure,Microsoft.Pipeline,2,60,120
